sample_fp	plate	well	tile
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1123__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1123
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1124__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1124
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1125__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1125
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1126__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1126
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1127__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1127
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1128__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1128
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1129__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1129
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1130__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1130
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1131__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1131
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1132__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1132
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1133__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1133
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1134__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1134
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1135__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1135
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1136__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1136
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1137__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1137
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1138__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1138
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1139__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1139
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1140__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1140
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1141__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1141
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1142__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1142
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1143__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1143
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1144__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1144
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1145__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1145
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1146__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1146
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1147__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1147
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1148__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1148
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1149__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1149
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1150__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1150
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1151__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1151
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1152__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1152
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1153__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1153
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1154__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1154
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1155__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1155
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1156__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1156
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1157__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1157
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1158__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1158
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1159__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1159
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1160__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1160
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1161__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1161
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1162__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1162
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1163__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1163
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1164__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1164
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1165__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1165
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1166__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1166
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1167__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1167
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1168__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1168
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1169__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1169
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1170__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1170
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1171__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1171
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1172__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1172
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1173__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1173
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1174__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1174
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1175__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1175
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1176__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1176
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1177__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1177
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1178__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1178
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1179__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1179
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1180__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1180
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1181__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1181
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1182__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1182
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1183__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1183
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1184__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1184
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1185__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1185
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1186__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1186
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1187__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1187
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1188__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1188
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1189__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1189
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1190__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1190
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1191__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1191
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1192__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1192
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1193__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1193
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1194__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1194
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1195__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1195
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1196__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1196
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1197__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1197
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1198__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1198
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1199__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1199
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1200__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1200
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1201__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1201
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1202__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1202
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1203__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1203
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1204__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1204
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1205__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1205
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1206__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1206
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1207__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1207
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1208__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1208
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1209__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1209
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1210__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1210
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1211__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1211
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1212__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1212
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1213__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1213
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1214__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1214
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1215__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1215
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1216__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1216
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1217__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1217
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1218__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1218
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1219__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1219
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1220__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1220
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1221__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1221
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1222__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1222
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1223__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1223
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1224__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1224
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1225__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1225
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1226__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1226
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1227__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1227
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1228__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1228
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1229__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1229
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1230__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1230
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1231__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1231
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1232__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1232
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1233__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1233
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1234__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1234
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1235__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1235
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1236__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1236
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1237__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1237
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1238__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1238
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1239__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1239
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1240__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1240
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1241__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1241
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1242__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1242
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1243__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1243
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1244__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1244
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1245__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1245
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1246__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1246
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1247__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1247
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1248__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1248
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1249__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1249
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1250__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1250
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1251__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1251
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1252__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1252
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1253__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1253
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1254__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1254
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1255__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1255
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1256__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1256
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1257__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1257
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1258__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1258
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1259__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1259
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1260__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1260
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1261__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1261
